ranking,codigo ibge,cidade ,estado,populacao,uf
4301§,3170651,Vargem Grande do Rio Pardo,mg,5ÿ045,mg
4302§,2209807,Sao Goncalo do Piau¡,pi,5ÿ044,pi
4303§,3121308,Descoberto,mg,5ÿ044,mg
4304§,4120358,Pranchita,pr ,5ÿ035,pr 
4305§,3150406,Piedade dos Gerais,mg,5ÿ034,mg
4306§,2501534,Bara£na,pb,5ÿ033,pb
4307§,4316204,Rondinha,rs,5ÿ033,rs
4308§,4109658,Hon¢rio Serpa,pr ,5ÿ030,pr 
4309§,2207405,Palmeira do Piau¡,pi,5ÿ029,pi
4310§,3150539,Pingo-d'Agua,mg,5ÿ029,mg
4311§,2111631,Sao Raimundo do Doca Bezerra,ma,5ÿ028,ma
4312§,3509809,Campos Novos Paulista,sp,5ÿ028,sp
4313§,3120839,Cuparaque,mg,5ÿ026,mg
4314§,3122504,Dom Cavati,mg,5ÿ025,mg
4315§,4209151,Jose Boiteux,sc,5ÿ019,sc
4316§,4322251,Tupandi,rs,5ÿ019,rs
4317§,4116950,Nova Esperanca do Sudoeste,pr ,5ÿ014,pr 
4318§,2607406,Itacuruba,pe,5ÿ013,pe
4319§,2510303,Nova Palmeira,pb,5ÿ011,pb
4320§,3128253,Guaraciama,mg,5ÿ005,mg
4321§,3129400,Ibertioga,mg,4ÿ999,mg
4322§,3138500,Liberdade,mg,4ÿ994,mg
4323§,3523008,Itapura,sp,4ÿ994,sp
4324§,2203230,Currais,pi,4ÿ982,pi
4325§,4300034,Acegu ,rs,4ÿ981,rs
4326§,4107108,Diamante do Norte,pr ,4ÿ975,pr 
4327§,3122108,Divino das Laranjeiras,mg,4ÿ969,mg
4328§,4113809,Lupion¢polis,pr ,4ÿ969,pr 
4329§,4309555,Harmonia,rs,4ÿ967,rs
4330§,4312609,Mu‡um,rs,4ÿ967,rs
4331§,3530409,Mirassolƒndia,sp,4ÿ966,sp
4332§,1101484,Sao Felipe d'Oeste,ro,4ÿ962,ro
4333§,3532207,Narandiba,sp,4ÿ950,sp
4334§,3162252,Sao Joao da Lagoa,mg,4ÿ949,mg
4335§,3142304,Moeda,mg,4ÿ948,mg
4336§,4112207,Jani¢polis,pr ,4ÿ948,pr 
4337§,3115474,Catuti,mg,4ÿ944,mg
4338§,2203602,Eliseu Martins,pi,4ÿ943,pi
4339§,3142254,Miravƒnia,mg,4ÿ939,mg
4340§,3143153,Monte Formoso,mg,4ÿ939,mg
4341§,2504207,Catingueira,pb,4ÿ938,pb
4342§,2502300,Bom Sucesso,pb,4ÿ937,pb
4343§,2511707,Piläezinhos,pb,4ÿ937,pb
4344§,2405405,Japi,rn,4ÿ935,rn
4345§,2211357,V rzea Branca,pi,4ÿ930,pi
4346§,4112306,Japira,pr ,4ÿ929,pr 
4347§,3515194,Esp¡rito Santo do Turvo,sp,4ÿ926,sp
4348§,4314498,Pinheirinho do Vale,rs,4ÿ926,rs
4349§,4318481,Sao Jose do Hortˆncio,rs,4ÿ924,rs
4350§,3138351,Leme do Prado,mg,4ÿ923,mg
4351§,2200277,Alegrete do Piau¡,pi,4ÿ921,pi
4352§,2402907,Coronel Joao Pessoa,rn,4ÿ918,rn
4353§,4124004,Santana do Itarare,pr ,4ÿ916,pr 
4354§,3507308,Boraceia,sp,4ÿ913,sp
4355§,2206753,Nossa Senhora de Nazare,pi,4ÿ911,pi
4356§,3136579,Josen¢polis,mg,4ÿ911,mg
4357§,3516804,Gastao Vidigal,sp,4ÿ911,sp
4358§,2202711,Cocal de Telha,pi,4ÿ908,pi
4359§,4219358,Vitor Meireles,sc,4ÿ907,sc
4360§,3105707,Barra Longa,mg,4ÿ905,mg
4361§,1701101,Aparecida do Rio Negro,to,4ÿ901,to
4362§,4120101,Porto Amazonas,pr ,4ÿ899,pr 
4363§,4312302,Miragua¡,rs,4ÿ899,rs
4364§,1720309,Sao Sebastiao do Tocantins,to,4ÿ898,to
4365§,2504355,Caturite,pb,4ÿ898,pb
4366§,2926657,Ribeirao do Largo,ba,4ÿ896,ba
4367§,3168101,Tapira,mg,4ÿ890,mg
4368§,4312807,Nova Ara‡ ,rs,4ÿ890,rs
4369§,5219712,Santo Ant“nio da Barra,go,4ÿ886,go
4370§,1716307,Pau-d'Arco,to,4ÿ885,to
4371§,2205276,Jatob  do Piau¡,pi,4ÿ885,pi
4372§,4107801,Flora¡,pr ,4ÿ883,pr 
4373§,3526308,Lagoinha,sp,4ÿ882,sp
4374§,1718808,Sampaio,to,4ÿ876,to
4375§,3116407,Claraval,mg,4ÿ873,mg
4376§,3520608,Indiana,sp,4ÿ873,sp
4377§,1705557,Combinado,to,4ÿ870,to
4378§,2803104,Itabi,se,4ÿ869,se
4379§,2509602,Monte Horebe,pb,4ÿ867,pb
4380§,1718907,Santa Rosa do Tocantins,to,4ÿ864,to
4381§,4122909,Salto do Itarare,pr ,4ÿ862,pr 
4382§,2209955,Sao Joao da Varjota,pi,4ÿ856,pi
4383§,3548401,Sant¢polis do Aguape¡,sp,4ÿ856,sp
4384§,3171154,Vermelho Novo,mg,4ÿ852,mg
4385§,4113601,Lobato,pr ,4ÿ850,pr 
4386§,3158805,Santana do Jacare,mg,4ÿ847,mg
4387§,3159308,Santa Rita de Jacutinga,mg,4ÿ843,mg
4388§,3517109,Glicerio,sp,4ÿ842,sp
4389§,3516853,Gaviao Peixoto,sp,4ÿ841,sp
4390§,5106281,Novo Sao Joaquim,mt,4ÿ837,mt
4391§,3166956,Serran¢polis de Minas,mg,4ÿ836,mg
4392§,3104809,Augusto de Lima,mg,4ÿ833,mg
4393§,2413557,Serrinha dos Pintos,rn,4ÿ832,rn
4394§,5218706,Rian polis,go,4ÿ832,go
4395§,3532058,Motuca,sp,4ÿ831,sp
4396§,3555505,Ubirajara,sp,4ÿ828,sp
4397§,4116802,Nova Cantu,pr ,4ÿ827,pr 
4398§,3154408,Ressaquinha,mg,4ÿ826,mg
4399§,3525805,J£lio Mesquita,sp,4ÿ824,sp
4400§,5107404,Sao Pedro da Cipa,mt,4ÿ823,mt
4401§,4320859,Taba¡,rs,4ÿ816,rs
4402§,2408508,Ouro Branco,rn,4ÿ813,rn
4403§,2202802,Conceicao do Caninde,pi,4ÿ811,pi
4404§,2702702,Feliz Deserto,ÿal,4ÿ803,al
4405§,4303301,Caibate,rs,4ÿ802,rs
4406§,4202503,Bom Jardim da Serra,sc,4ÿ801,sc
4407§,3135407,Jeceaba,mg,4ÿ795,mg
4408§,3148400,Paulistas,mg,4ÿ794,mg
4409§,4304671,Capivari do Sul,rs,4ÿ793,rs
4410§,3106655,Berizal,mg,4ÿ792,mg
4411§,4215406,Salto Veloso,sc,4ÿ792,sc
4412§,2205532,Jurema,pi,4ÿ790,pi
4413§,2504702,Congo,pb,4ÿ787,pb
4414§,3543105,Ribeirao Corrente,sp,4ÿ786,sp
4415§,2304806,Granjeiro,ce ,4ÿ784,ce 
4416§,4307203,Erval Grande,rs,4ÿ780,rs
4417§,3135902,Jesuƒnia,mg,4ÿ774,mg
4418§,2406809,Lajes Pintadas,rn,4ÿ768,rn
4419§,4312104,Mata,rs,4ÿ760,rs
4420§,3161403,Sao Francisco do Gl¢ria,mg,4ÿ758,mg
4421§,5007307,Rio Negro,ms,4ÿ758,ms
4422§,3136405,Joaquim Fel¡cio,mg,4ÿ757,mg
4423§,3531704,Monteiro Lobato,sp,4ÿ739,sp
4424§,3105202,Bandeira,mg,4ÿ738,mg
4425§,3108800,Bra£nas,mg,4ÿ737,mg
4426§,4107702,Fˆnix,pr ,4ÿ734,pr 
4427§,4306304,David Canabarro,rs,4ÿ732,rs
4428§,3124401,Esp¡rito Santo do Dourado,mg,4ÿ728,mg
4429§,5218789,Rio Quente,go,4ÿ728,go
4430§,3144409,Natercia,mg,4ÿ727,mg
4431§,1718550,Riachinho,to,4ÿ723,to
4432§,4305132,Cerro Branco,rs,4ÿ720,rs
4433§,3540259,Pontalinda,sp,4ÿ719,sp
4434§,2201002,Arraial,pi,4ÿ713,pi
4435§,4309704,Humait ,rs,4ÿ712,rs
4436§,5102694,Canabrava do Norte,mt,4ÿ711,mt
4437§,5208301,Divin¢polis de Goi s,go,4ÿ701,go
4438§,2111573,Sao Pedro dos Crentes,ma,4ÿ700,ma
4439§,4315750,Riozinho,rs,4ÿ698,rs
4440§,2412401,Sao Jose do Serid¢,rn,4ÿ696,rn
4441§,4113759,Lunardelli,pr ,4ÿ695,pr 
4442§,3157401,Santa Cruz do Escalvado,mg,4ÿ693,mg
4443§,4305504,Cir¡aco,rs,4ÿ693,rs
4444§,4206652,Guatambu,sc,4ÿ692,sc
4445§,4309803,Ibia‡ ,rs,4ÿ690,rs
4446§,2202851,Coronel Jose Dias,pi,4ÿ688,pi
4447§,1707306,Duere,to,4ÿ686,to
4448§,4200903,Angelina,sc,4ÿ686,sc
4449§,2400604,Almino Afonso,rn,4ÿ685,rn
4450§,5210562,Itaguari,go,4ÿ684,go
4451§,2107308,Nova Iorque,ma,4ÿ682,ma
4452§,4308078,Fazenda Vilanova,rs,4ÿ680,rs
4453§,4115507,Marumbi,pr ,4ÿ676,pr 
4454§,1703073,Barra do Ouro,to,4ÿ673,to
4455§,3145851,Orat¢rios,mg,4ÿ671,mg
4456§,2407609,Messias Targino,rn,4ÿ665,rn
4457§,4303400,Caicara,rs,4ÿ659,rs
4458§,2205565,Lagoa do Barro do Piau¡,pi,4ÿ658,pi
4459§,3125408,Fel¡cio dos Santos,mg,4ÿ656,mg
4460§,4107538,Entre Rios do Oeste,pr ,4ÿ651,pr 
4461§,2209351,Santana do Piau¡,pi,4ÿ650,pi
4462§,3156452,Ros rio da Limeira,mg,4ÿ648,mg
4463§,3102506,Amparo da Serra,mg,4ÿ643,mg
4464§,2508109,Lagoa,pb,4ÿ640,pb
4465§,2514404,Sao Jose de Espinharas,pb,4ÿ631,pb
4466§,4214904,Rio Fortuna,sc,4ÿ630,sc
4467§,4322905,Viadutos,rs,4ÿ628,rs
4468§,4312153,Mato Leitao,rs,4ÿ627,rs
4469§,4318424,Sao Joao da Urtiga,rs,4ÿ625,rs
4470§,2209856,Sao Joao da Canabrava,pi,4ÿ619,pi
4471§,4213302,Ponte Alta,sc,4ÿ619,sc
4472§,3112208,Capela Nova,mg,4ÿ616,mg
4473§,3106606,Bert¢polis,mg,4ÿ609,mg
4474§,3527801,Lupercio,sp,4ÿ608,sp
4475§,2513927,Sao Bentinho,pb,4ÿ602,pb
4476§,5107248,Santa Carmem,mt,4ÿ600,mt
4477§,4122651,Ros rio do Iva¡,pr ,4ÿ595,pr 
4478§,5215256,Novo Planalto,go,4ÿ592,go
4479§,3512605,Coronel Macedo,sp,4ÿ591,sp
4480§,1717800,Ponte Alta do Bom Jesus,to,4ÿ586,to
4481§,4204350,Cordilheira Alta,sc,4ÿ585,sc
4482§,4322152,Tunas,rs,4ÿ585,rs
4483§,3546207,Santa Cruz da Conceicao,sp,4ÿ584,sp
4484§,4215208,Romelƒndia,sc,4ÿ584,sc
4485§,4107850,Flor da Serra do Sul,pr ,4ÿ583,pr 
4486§,2210359,Sao Louren‡o do Piau¡,pi,4ÿ581,pi
4487§,3117405,Conceicao de Ipanema,mg,4ÿ581,mg
4488§,5203575,Bon¢polis,go,4ÿ579,go
4489§,3525607,Joao Ramalho,sp,4ÿ577,sp
4490§,3112059,Cantagalo,mg,4ÿ575,mg
4491§,2204550,Guaribas,pi,4ÿ573,pi
4492§,2512762,Riachao do Po‡o,pb,4ÿ571,pb
4493§,3163904,Sao Pedro da Uniao,mg,4ÿ563,mg
4494§,2512754,Riachao do Bacamarte,pb,4ÿ562,pb
4495§,2210904,Socorro do Piau¡,pi,4ÿ557,pi
4496§,3100807,Aguanil,mg,4ÿ557,mg
4497§,2513802,Santa Teresinha,pb,4ÿ550,pb
4498§,3508207,Buritizal,sp,4ÿ547,sp
4499§,2206001,Marcos Parente,pi,4ÿ546,pi
4500§,3127057,Fronteira dos Vales,mg,4ÿ542,mg
4501§,2411700,Sao Bento do Trairi,rn,4ÿ541,rn
4502§,2110807,Sao Felix de Balsas,ma,4ÿ540,ma
4503§,5214051,Mundo Novo,go,4ÿ540,go
4504§,4311718,Macambar ,rs,4ÿ539,rs
4505§,5213772,Montividiu do Norte,go,4ÿ538,go
4506§,2607109,Ingazeira,pe,4ÿ537,pe
4507§,3543204,Ribeirao do Sul,sp,4ÿ537,sp
4508§,3111705,CanaÆ,mg,4ÿ533,mg
4509§,4209854,Lind¢ia do Sul,sc,4ÿ530,sc
4510§,4323101,Vicente Dutra,rs,4ÿ530,rs
4511§,2509339,Matinhas,pb,4ÿ528,pb
4512§,2206654,Morro Cabeca no Tempo,pi,4ÿ527,pi
4513§,2413201,Senador Georgino Avelino,rn,4ÿ527,rn
4514§,5221502,Turvƒnia,go,4ÿ526,go
4515§,3532108,Murutinga do Sul,sp,4ÿ525,sp
4516§,4215075,Riqueza,sc,4ÿ525,sc
4517§,2205250,Jardim do Mulato,pi,4ÿ522,pi
4518§,3156106,Rit polis,mg,4ÿ521,mg
4519§,4315008,Porto Lucena,rs,4ÿ514,rs
4520§,2201804,Bocaina,pi,4ÿ509,pi
4521§,4218756,Tun polis,sc,4ÿ507,sc
4522§,4121257,Ramilƒndia,pr ,4ÿ500,pr 
4523§,1703867,Cariri do Tocantins,to,4ÿ499,to
4524§,2208874,Ribeira do Piau¡,pi,4ÿ499,pi
4525§,4113452,Lindoeste,pr ,4ÿ488,pr 
4526§,2211704,Wall Ferraz,pi,4ÿ479,pi
4527§,3162658,Sao Joao do Pacu¡,mg,4ÿ476,mg
4528§,2203255,Curralinhos,pi,4ÿ475,pi
4529§,4110003,Iguara‡u,pr ,4ÿ475,pr 
4530§,3136520,Jose Goncalves de Minas,mg,4ÿ474,mg
4531§,4110409,Indian¢polis,pr ,4ÿ472,pr 
4532§,1711951,Lagoa do Tocantins,to,4ÿ470,to
4533§,4108452,Foz do Jordao,pr ,4ÿ466,pr 
4534§,3534005,Onda Verde,sp,4ÿ462,sp
4535§,2203800,Flores do Piau¡,pi,4ÿ461,pi
4536§,3126307,Fortaleza de Minas,mg,4ÿ460,mg
4537§,4126355,Serran¢polis do Igua‡u,pr ,4ÿ460,pr 
4538§,2411007,Rodolfo Fernandes,rn,4ÿ457,rn
4539§,3149606,Pequi,mg,4ÿ457,mg
4540§,2209559,Sao Braz do Piau¡,pi,4ÿ454,pi
4541§,3554201,Tejup ,sp,4ÿ452,sp
4542§,1715101,Novo Acordo,to,4ÿ450,to
4543§,3114808,Carvalhos,mg,4ÿ445,mg
4544§,4121109,Quinta do Sol,pr ,4ÿ444,pr 
4545§,2205300,Jerumenha,pi,4ÿ443,pi
4546§,3146404,Paineiras,mg,4ÿ440,mg
4547§,1703206,Bernardo Sayao,to,4ÿ439,to
4548§,3120102,Couto de Magalhaes de Minas,mg,4ÿ436,mg
4549§,3122603,Dom Joaquim,mg,4ÿ436,mg
4550§,3150307,Piedade do Rio Grande,mg,4ÿ436,mg
4551§,3127206,Funilƒndia,mg,4ÿ434,mg
4552§,4106704,Cruzeiro do Sul,pr ,4ÿ430,pr 
4553§,4110904,Itaguaje,pr ,4ÿ426,pr 
4554§,4205209,Erval Velho,sc,4ÿ423,sc
4555§,4120655,Quarto Centen rio,pr ,4ÿ420,pr 
4556§,3135308,Japara¡ba,mg,4ÿ418,mg
4557§,2911253,Gaviao,ba,4ÿ417,ba
4558§,3140605,Materlƒndia,mg,4ÿ415,mg
4559§,1717008,Pindorama do Tocantins,to,4ÿ414,to
4560§,5210802,Itaj ,go,4ÿ412,go
4561§,4219176,Vargem Bonita,sc,4ÿ411,sc
4562§,2514107,Sao Joao do Tigre,pb,4ÿ408,pb
4563§,5108808,Nova Guarita,mt,4ÿ407,mt
4564§,2508554,Logradouro,pb,4ÿ406,pb
4565§,3545506,Sandovalina,sp,4ÿ405,sp
4566§,3132602,Itamarati de Minas,mg,4ÿ395,mg
4567§,4309753,Ibarama,rs,4ÿ393,rs
4568§,2207959,Nova Santa Rita,pi,4ÿ392,pi
4569§,1718501,Recursolƒndia,to,4ÿ389,to
4570§,2900603,Aiquara,ba,4ÿ387,ba
4571§,3157302,Santa B rbara do Tug£rio,mg,4ÿ385,mg
4572§,2211407,V rzea Grande,pi,4ÿ382,pi
4573§,3136108,Joanesia,mg,4ÿ382,mg
4574§,4306734,Doutor Maur¡cio Cardoso,rs,4ÿ380,rs
4575§,5211008,ItapirapuÆ,go,4ÿ380,go
4576§,4309159,Gramado Xavier,rs,4ÿ378,rs
4577§,4323408,Vila Maria,rs,4ÿ368,rs
4578§,4207601,Ipira,sc,4ÿ367,sc
4579§,2512077,Po‡o de Jose de Moura,pb,4ÿ366,pb
4580§,3127404,Goncalves,mg,4ÿ360,mg
4581§,3136801,Juramento,mg,4ÿ359,mg
4582§,3157500,Santa Efigˆnia de Minas,mg,4ÿ354,mg
4583§,2203420,Domingos Mourao,pi,4ÿ352,pi
4584§,1715002,Nova Rosalƒndia,to,4ÿ348,to
4585§,2105658,Junco do Maranhao,ma,4ÿ334,ma
4586§,3159001,Santana do Riacho,mg,4ÿ334,mg
4587§,2207751,Passagem Franca do Piau¡,pi,4ÿ331,pi
4588§,3540853,Pracinha,sp,4ÿ327,sp
4589§,4211454,Nova Itaberaba,sc,4ÿ327,sc
4590§,5212956,MatrinchÆ,go,4ÿ321,go
4591§,2210631,Sebastiao Leal,pi,4ÿ311,pi
4592§,4314472,Pinhal Grande,rs,4ÿ309,rs
4593§,2208858,Riacho Frio,pi,4ÿ306,pi
4594§,3152131,Ponto Chique,mg,4ÿ305,mg
4595§,4117214,Nova Santa B rbara,pr ,4ÿ304,pr 
4596§,2204105,Francisco Ayres,pi,4ÿ300,pi
4597§,2408607,Paran ,rn,4ÿ298,rn
4598§,3522653,ItapirapuÆ Paulista,sp,4ÿ294,sp
4599§,3533700,Ocau‡u,sp,4ÿ294,sp
4600§,3166501,Serra Azul de Minas,mg,4ÿ292,mg
4601§,3163003,Sao Jose da Safira,mg,4ÿ291,mg
4602§,4115457,Marquinho,pr ,4ÿ283,pr 
4603§,2411908,Sao Francisco do Oeste,rn,4ÿ281,rn
4604§,4119707,Planaltina do Paran ,pr ,4ÿ281,pr 
4605§,4323457,Vila Nova do Sul,rs,4ÿ274,rs
4606§,4304002,Campo Novo,rs,4ÿ273,rs
4607§,3107604,Bom Jesus da Penha,mg,4ÿ270,mg
4608§,4201273,ArabutÆ,sc,4ÿ268,sc
4609§,5201504,Apore,go,4ÿ266,go
4610§,2512200,Prata,pb,4ÿ265,pb
4611§,3170438,Uniao de Minas,mg,4ÿ265,mg
4612§,3150000,Pescador,mg,4ÿ261,mg
4613§,3108701,Br s Pires,mg,4ÿ255,mg
4614§,4312203,Maximiliano de Almeida,rs,4ÿ254,rs
4615§,4308458,Fortaleza dos Valos,rs,4ÿ252,rs
4616§,4313391,Novo Cabrais,rs,4ÿ246,rs
4617§,4311908,Marcelino Ramos,rs,4ÿ239,rs
4618§,4301875,Barra do Quara¡,rs,4ÿ238,rs
4619§,3201803,Divino de Sao Louren‡o,es,4ÿ236,es
4620§,2414753,Venha-Ver,rn,4ÿ232,rn
4621§,4321857,Trˆs Palmeiras,rs,4ÿ232,rs
4622§,2408409,Olho-d'Agua do Borges,rn,4ÿ231,rn
4623§,3131406,Ipia‡u,mg,4ÿ229,mg
4624§,4106571,Cruzeiro do Igua‡u,pr ,4ÿ229,pr 
4625§,4210902,Modelo,sc,4ÿ227,sc
4626§,2700805,Belem,ÿal,4ÿ226,al
4627§,4205100,Dona Emma,sc,4ÿ224,sc
4628§,3163201,Sao Jose do Alegre,mg,4ÿ222,mg
4629§,3508306,Cabr lia Paulista,sp,4ÿ222,sp
4630§,3533304,Nova Luzitƒnia,sp,4ÿ217,sp
4631§,3500907,Altair,sp,4ÿ211,sp
4632§,2504074,Cara£bas,pb,4ÿ206,pb
4633§,3123304,Dores do Turvo,mg,4ÿ202,mg
4634§,3500808,Alfredo Marcondes,sp,4ÿ201,sp
4635§,3508900,Caiabu,sp,4ÿ195,sp
4636§,2410801,Riacho de Santana,rn,4ÿ194,rn
4637§,4313490,Novo Barreiro,rs,4ÿ185,rs
4638§,3521200,Iporanga,sp,4ÿ180,sp
4639§,2411056,Tibau,rn,4ÿ173,rn
4640§,3502408,Anhumas,sp,4ÿ172,sp
4641§,2514008,Sao Joao do Cariri,pb,4ÿ170,pb
4642§,3531605,Monte Castelo,sp,4ÿ166,sp
4643§,1703891,Carrasco Bonito,to,4ÿ165,to
4644§,4205159,Doutor Pedrinho,sc,4ÿ164,sc
4645§,5103361,Conquista d'Oeste,mt,4ÿ163,mt
4646§,1101559,Teixeir¢polis,ro,4ÿ160,ro
4647§,2514701,Sao Jose do Sabugi,pb,4ÿ153,pb
4648§,3150208,Piedade de Ponte Nova,mg,4ÿ141,mg
4649§,3549607,Sao Jose do Barreiro,sp,4ÿ141,sp
4650§,3540408,Populina,sp,4ÿ136,sp
4651§,3533205,Nova Independˆncia,sp,4ÿ135,sp
4652§,2202455,Capitao Gerv sio Oliveira,pi,4ÿ127,pi
4653§,2207306,Paes Landim,pi,4ÿ124,pi
4654§,3502606,Aparecida d'Oeste,sp,4ÿ122,sp
4655§,4122172,Rio Branco do Iva¡,pr ,4ÿ121,pr 
4656§,3168309,Taquara‡u de Minas,mg,4ÿ120,mg
4657§,5213905,Mossƒmedes,go,4ÿ120,go
4658§,2703908,Jundi ,ÿal,4ÿ119,al
4659§,3169059,Tocos do Moji,mg,4ÿ117,mg
4660§,3535903,ParanapuÆ,sp,4ÿ112,sp
4661§,5220264,Sao Miguel do Passa-Quatro,go,4ÿ105,go
4662§,3161650,Sao Geraldo do Baixio,mg,4ÿ104,mg
4663§,2407252,Major Sales,rn,4ÿ102,rn
4664§,5107297,Sao Jose do Povo,mt,4ÿ102,mt
4665§,3528908,Mari polis,sp,4ÿ098,sp
4666§,5208103,Formoso,go,4ÿ098,go
4667§,3171105,Ver¡ssimo,mg,4ÿ090,mg
4668§,2205581,Lagoa do Piau¡,pi,4ÿ086,pi
4669§,2207793,Pau d'Arco do Piau¡,pi,4ÿ084,pi
4670§,3140100,Marilac,mg,4ÿ079,mg
4671§,3501103,Alto Alegre,sp,4ÿ078,sp
4672§,3157377,Santa Cruz de Salinas,mg,4ÿ074,mg
4673§,2910206,Dom Macedo Costa,ba,4ÿ072,ba
4674§,3512704,Corumbata¡,sp,4ÿ072,sp
4675§,4212270,Passos Maia,sc,4ÿ072,sc
4676§,1705607,Conceicao do Tocantins,to,4ÿ070,to
4677§,5106273,Novo Horizonte do Norte,mt,4ÿ069,mt
4678§,5107578,Rondolƒndia,mt,4ÿ069,mt
4679§,2501351,Assuncao,pb,4ÿ067,pb
4680§,3541109,Presidente Alves,sp,4ÿ067,sp
4681§,3552551,Suzan polis,sp,4ÿ063,sp
4682§,3137304,Lagoa dos Patos,mg,4ÿ062,mg
4683§,3154705,Ribeirao Vermelho,mg,4ÿ061,mg
4684§,4120309,Porto Vit¢ria,pr ,4ÿ057,pr 
4685§,3165909,Senador Modestino Goncalves,mg,4ÿ056,mg
4686§,4310306,Il¢polis,rs,4ÿ054,rs
4687§,2406908,Lucrecia,rn,4ÿ053,rn
4688§,3114600,Carrancas,mg,4ÿ052,mg
4689§,4123956,Santa M“nica,pr ,4ÿ052,pr 
4690§,4128658,Virmond,pr ,4ÿ051,pr 
4691§,2912608,Ibiquera,ba,4ÿ047,ba
4692§,2209153,Santa Cruz dos Milagres,pi,4ÿ046,pi
4693§,3520806,In£bia Paulista,sp,4ÿ045,sp
4694§,2201556,Bela Vista do Piau¡,pi,4ÿ044,pi
4695§,2202737,Coivaras,pi,4ÿ044,pi
4696§,4120853,Quatro Pontes,pr ,4ÿ043,pr 
4697§,4116307,Munhoz de Mello,pr ,4ÿ034,pr 
4698§,4219408,Witmarsum,sc,4ÿ032,sc
4699§,5218102,Portelƒndia,go,4ÿ032,go
4700§,3140308,Marlieria,mg,4ÿ030,mg
4701§,2908804,Contendas do Sincor ,ba,4ÿ025,ba
4702§,2404002,Frutuoso Gomes,rn,4ÿ015,rn
4703§,5005103,Jate¡,ms,4ÿ015,ms
4704§,3127388,Goian ,mg,4ÿ014,mg
4705§,3507159,Bom Sucesso de Itarare,sp,4ÿ013,sp
4706§,5106174,Nova Nazare,mt,4ÿ013,mt
4707§,4116406,Nossa Senhora das Gracas,pr ,4ÿ009,pr 
4708§,2801900,Cumbe,se,4ÿ008,se
4709§,2801108,Canhoba,se,4ÿ003,se
4710§,4218350,Treviso,sc,4ÿ002,sc
4711§,4113106,Kalore,pr ,3ÿ996,pr 
4712§,3100401,Acaiaca,mg,3ÿ995,mg
4713§,2918902,Lajedao,ba,3ÿ993,ba
4714§,4103008,Boa Esperanca,pr ,3ÿ991,pr 
4715§,2401503,Barcelona,rn,3ÿ989,rn
4716§,2510501,Olivedos,pb,3ÿ989,pb
4717§,2508703,MÆe d'Agua,pb,3ÿ988,pb
4718§,4309951,IbirapuitÆ,rs,3ÿ988,rs
4719§,3158607,Santana do Deserto,mg,3ÿ985,mg
4720§,3109253,Bugre,mg,3ÿ984,mg
4721§,4312054,Marques de Souza,rs,3ÿ981,rs
4722§,4107546,Espigao Alto do Igua‡u,pr ,3ÿ980,pr 
4723§,5218052,Porteirao,go,3ÿ979,go
4724§,3148905,Pedra do Indai ,mg,3ÿ977,mg
4725§,2513000,Salgadinho,pb,3ÿ975,pb
4726§,4103479,Cafezal do Sul,pr ,3ÿ975,pr 
4727§,2807006,Sao Miguel do Aleixo,se,3ÿ964,se
4728§,3110202,Cajuri,mg,3ÿ961,mg
4729§,2201176,Barra d'Alcƒntara,pi,3ÿ953,pi
4730§,2406155,Jundi ,rn,3ÿ945,rn
4731§,3115201,Conceicao da Barra de Minas,mg,3ÿ939,mg
4732§,2202251,Canavieira,pi,3ÿ938,pi
4733§,3522000,Itaju,sp,3ÿ937,sp
4734§,2806503,Santa Rosa de Lima,se,3ÿ933,se
4735§,3125002,Ewbank da Cƒmara,mg,3ÿ932,mg
4736§,2207553,Paquet ,pi,3ÿ931,pi
4737§,4212403,Pedras Grandes,sc,3ÿ931,sc
4738§,5208152,Gameleira de Goi s,go,3ÿ923,go
4739§,3158409,Santana de Cataguases,mg,3ÿ909,mg
4740§,1711506,Ja£ do Tocantins,to,3ÿ906,to
4741§,3503505,Areias,sp,3ÿ906,sp
4742§,3541653,Quadra,sp,3ÿ902,sp
4743§,4207759,Iraceminha,sc,3ÿ901,sc
4744§,2410009,Piläes,rn,3ÿ900,rn
4745§,5204557,Caldazinha,go,3ÿ900,go
4746§,4208609,Jabor ,sc,3ÿ899,sc
4747§,2514552,Sao Jose de Princesa,pb,3ÿ898,pb
4748§,4314779,Pontao,rs,3ÿ898,rs
4749§,4113403,Le¢polis,pr ,3ÿ896,pr 
4750§,4311981,Mariana Pimentel,rs,3ÿ892,rs
4751§,3141900,Minduri,mg,3ÿ891,mg
4752§,4106100,Conselheiro Mairinck,pr ,3ÿ891,pr 
4753§,4314035,Pareci Novo,rs,3ÿ885,rs
4754§,4319356,Sao Pedro da Serra,rs,3ÿ881,rs
4755§,2204600,Hugo Napoleao,pi,3ÿ880,pi
4756§,2512036,Po‡o Dantas,pb,3ÿ877,pb
4757§,3520707,IndiaporÆ,sp,3ÿ876,sp
4758§,5200829,Amaralina,go,3ÿ875,go
4759§,4219606,Xavantina,sc,3ÿ873,sc
4760§,4102208,Atalaia,pr ,3ÿ871,pr 
4761§,3141306,Medeiros,mg,3ÿ861,mg
4762§,3160108,Santo Ant“nio do Grama,mg,3ÿ861,mg
4763§,4315206,Putinga,rs,3ÿ861,rs
4764§,3161601,Sao Geraldo da Piedade,mg,3ÿ860,mg
