ranking,codigo ibge,cidade ,estado,populacao,uf
2070§,2801504,Carm¢polis,se,17ÿ232,se
2071§,2310902,Piquet Carneiro,ce ,17ÿ210,ce 
2072§,2900355,Adustina,ba,17ÿ209,ba
2073§,1301654,Guajar ,ÿam,17ÿ193,am
2074§,5107800,Santo Ant“nio de Leverger,mt,17ÿ188,mt
2075§,3203700,Muniz Freire,es,17ÿ176,es
2076§,2503506,Cacimba de Dentro,pb,17ÿ169,pb
2077§,4106308,Corbelia,pr ,17ÿ162,pr 
2078§,3203346,Marechal Floriano,es,17ÿ141,es
2079§,4208401,Itapiranga,sc,17ÿ139,sc
2080§,5206404,Crix s,go,17ÿ136,go
2081§,4323804,Xangri-l ,rs,17ÿ126,rs
2082§,2105476,Jenipapo dos Vieiras,ma,17ÿ123,ma
2083§,2106409,Mata Roma,ma,17ÿ122,ma
2084§,2930808,Souto Soares,ba,17ÿ118,ba
2085§,2908705,Conde£ba,ba,17ÿ113,ba
2086§,2516300,Sume,pb,17ÿ096,pb
2087§,2900405,Agua Fria,ba,17ÿ096,ba
2088§,2908309,Conceicao do Almeida,ba,17ÿ087,ba
2089§,5101258,Araputanga,mt,17ÿ078,mt
2090§,2607802,Itaquitinga,pe,17ÿ056,pe
2091§,4127304,Terra Rica,pr ,17ÿ054,pr 
2092§,2913101,Ibitit ,ba,17ÿ048,ba
2093§,1504976,Nova Ipixuna,pa ,17ÿ027,pa 
2094§,5105606,Matup ,mt,17ÿ017,mt
2095§,2903508,Belo Campo,ba,17ÿ013,ba
2096§,4215505,Santa Cec¡lia,sc,17ÿ004,sc
2097§,2904050,Bonito,ba,16ÿ999,ba
2098§,5107701,Ros rio Oeste,mt,16ÿ999,mt
2099§,4121406,Realeza,pr ,16ÿ976,pr 
2100§,2104008,Esperantin¢polis,ma,16ÿ971,ma
2101§,1720903,Taguatinga,to,16ÿ966,to
2102§,4204251,Cocal do Sul,sc,16ÿ956,sc
2103§,3108552,Brasilƒndia de Minas,mg,16ÿ950,mg
2104§,2931301,Tapiramut ,ba,16ÿ939,ba
2105§,3145109,Nova Resende,mg,16ÿ937,mg
2106§,2701704,Capela,ÿal,16ÿ907,al
2107§,3151701,Po‡o Fundo,mg,16ÿ900,mg
2108§,4305454,Cidreira,rs,16ÿ897,rs
2109§,3517604,Guapiara,sp,16ÿ896,sp
2110§,1304104,Tapau ,ÿam,16ÿ876,am
2111§,3537008,Pedregulho,sp,16ÿ876,sp
2112§,2920205,Malhada,ba,16ÿ875,ba
2113§,3300936,Carapebus,rj,16ÿ859,rj
2114§,2500809,Aracagi,pb,16ÿ857,pb
2115§,3110905,Campanha,mg,16ÿ855,mg
2116§,2924306,PiatÆ,ba,16ÿ854,ba
2117§,2906824,Canudos,ba,16ÿ832,ba
2118§,5105176,Juruena,mt,16ÿ811,mt
2119§,3521309,IpuÆ,sp,16ÿ794,sp
2120§,3552700,Tabatinga,sp,16ÿ787,sp
2121§,2304459,Fortim,ce ,16ÿ776,ce 
2122§,3203130,Joao Neiva,es,16ÿ774,es
2123§,1501600,Bonito,pa ,16ÿ769,pa 
2124§,3169000,Tocantins,mg,16ÿ769,mg
2125§,2106375,Maranhaozinho,ma,16ÿ754,ma
2126§,3138609,Lima Duarte,mg,16ÿ749,mg
2127§,2311959,Salitre,ce ,16ÿ714,ce 
2128§,2924207,Pedro Alexandre,ba,16ÿ698,ba
2129§,3152402,Pote,mg,16ÿ675,mg
2130§,2932606,Urandi,ba,16ÿ672,ba
2131§,2313559,Tururu,ce ,16ÿ588,ce 
2132§,2102077,Bom Lugar,ma,16ÿ578,ma
2133§,1600808,Vit¢ria do Jari,ÿap ,16ÿ572,ap 
2134§,4114401,Mangueirinha,pr ,16ÿ572,pr 
2135§,2103554,Conceicao do Lago A‡u,ma,16ÿ559,ma
2136§,2609105,Machados,pe,16ÿ549,pe
2137§,5204300,Ca‡u,go,16ÿ525,go
2138§,3153905,Raposos,mg,16ÿ501,mg
2139§,4116208,Morretes,pr ,16ÿ485,pr 
2140§,2922706,Nova CanaÆ,ba,16ÿ482,ba
2141§,4126801,Tapejara,pr ,16ÿ480,pr 
2142§,3149804,Perdizes,mg,16ÿ469,mg
2143§,2913002,Ibitiara,ba,16ÿ463,ba
2144§,4126504,Sertan¢polis,pr ,16ÿ456,pr 
2145§,3147600,Passa Quatro,mg,16ÿ439,mg
2146§,1501006,Aveiro,pa ,16ÿ421,pa 
2147§,5105507,Vila Bela da Sant¡ssima Trindade,mt,16ÿ412,mt
2148§,4102901,Bituruna,pr ,16ÿ411,pr 
2149§,1301605,Fonte Boa,ÿam,16ÿ409,am
2150§,1300029,Alvaraes,ÿam,16ÿ396,am
2151§,3157906,Santa Margarida,mg,16ÿ393,mg
2152§,4316600,Sananduva,rs,16ÿ382,rs
2153§,2105906,Lago Verde,ma,16ÿ369,ma
2154§,2310803,Pereiro,ce ,16ÿ356,ce 
2155§,2608701,Lagoa dos Gatos,pe,16ÿ345,pe
2156§,4105706,Clevelƒndia,pr ,16ÿ344,pr 
2157§,4300109,Agudo,rs,16ÿ344,rs
2158§,2910859,Filadelfia,ba,16ÿ314,ba
2159§,2924504,Pinda¡,ba,16ÿ308,ba
2160§,4204509,Corup ,sc,16ÿ300,sc
2161§,2108058,Paulino Neves,ma,16ÿ295,ma
2162§,3112604,Capin¢polis,mg,16ÿ294,mg
2163§,3133758,Ita£ de Minas,mg,16ÿ286,mg
2164§,1504752,Moju¡ dos Campos,pa ,16ÿ282,pa 
2165§,3507407,Borborema,sp,16ÿ278,sp
2166§,5004304,Iguatemi,ms,16ÿ273,ms
2167§,2912301,Ibicu¡,ba,16ÿ262,ba
2168§,2404507,Guamare,rn,16ÿ261,rn
2169§,2612901,Sao Benedito do Sul,pe,16ÿ239,pe
2170§,2105609,Joselƒndia,ma,16ÿ228,ma
2171§,2903276,Barrocas,ba,16ÿ225,ba
2172§,5102603,Campin polis,mt,16ÿ223,mt
2173§,3501004,Altin¢polis,sp,16ÿ221,sp
2174§,2110278,Santo Amaro do Maranhao,ma,16ÿ219,ma
2175§,2700508,Barra de Santo Ant“nio,ÿal,16ÿ201,al
2176§,2915007,Itaetˆ,ba,16ÿ164,ba
2177§,1101401,Monte Negro,ro,16ÿ158,ro
2178§,2105351,Itaipava do Graja£,ma,16ÿ158,ma
2179§,4308904,Get£lio Vargas,rs,16ÿ158,rs
2180§,2511301,Pianc¢,pb,16ÿ147,pb
2181§,4212106,Palmitos,sc,16ÿ144,sc
2182§,2908002,Coaraci,ba,16ÿ128,ba
2183§,3549953,Sao Louren‡o da Serra,sp,16ÿ127,sp
2184§,4104428,Cand¢i,pr ,16ÿ126,pr 
2185§,2311355,Quixel“,ce ,16ÿ116,ce 
2186§,3515400,Fartura,sp,16ÿ102,sp
2187§,4319406,Sao Pedro do Sul,rs,16ÿ100,rs
2188§,1100056,Cerejeiras,ro,16ÿ088,ro
2189§,2901155,America Dourada,ba,16ÿ086,ba
2190§,2300705,Alto Santo,ce ,16ÿ077,ce 
2191§,5214002,Mozarlƒndia,go,16ÿ077,go
2192§,2100808,Anapurus,ma,16ÿ054,ma
2193§,5106158,Nova Bandeirantes,mt,16ÿ052,mt
2194§,2927309,Salinas da Margarida,ba,16ÿ047,ba
2195§,3145000,Nova Ponte,mg,16ÿ046,mg
2196§,5000203,Agua Clara,ms,16ÿ025,ms
2197§,2414001,Tangar ,rn,16ÿ008,rn
2198§,1304302,Urucar ,ÿam,16ÿ007,am
2199§,2608206,Joaquim Nabuco,pe,15ÿ999,pe
2200§,2931806,Tremedal,ba,15ÿ996,ba
2201§,2903607,Biritinga,ba,15ÿ989,ba
2202§,3543006,Ribeirao Branco,sp,15ÿ984,sp
2203§,1300904,Canutama,ÿam,15ÿ981,am
2204§,1507409,Sao Francisco do Par ,pa ,15ÿ978,pa 
2205§,5209952,Indiara,go,15ÿ962,go
2206§,3535408,Panorama,sp,15ÿ944,sp
2207§,3127800,Grao Mogol,mg,15ÿ943,mg
2208§,5107008,Poxoreu,mt,15ÿ936,mt
2209§,3544251,Rosana,sp,15ÿ929,sp
2210§,3146909,Papagaios,mg,15ÿ922,mg
2211§,2910404,Encruzilhada,ba,15ÿ914,ba
2212§,4104600,Capitao Le“nidas Marques,pr ,15ÿ887,pr 
2213§,2406502,Lagoa Nova,rn,15ÿ880,rn
2214§,2612307,Salo ,pe,15ÿ880,pe
2215§,2918753,Lagoa Real,ba,15ÿ870,ba
2216§,3133006,Itamonte,mg,15ÿ844,mg
2217§,5215306,Orizona,go,15ÿ834,go
2218§,3140159,M rio Campos,mg,15ÿ814,mg
2219§,2309201,Nova Olinda,ce ,15ÿ798,ce 
2220§,2111029,Sao Joao do Caru,ma,15ÿ768,ma
2221§,3162807,Sao Joao Evangelista,mg,15ÿ761,mg
2222§,2404705,Ipangua‡u,rn,15ÿ759,rn
2223§,2311900,Saboeiro,ce ,15ÿ757,ce 
2224§,5104203,Guiratinga,mt,15ÿ740,mt
2225§,4309001,Giru ,rs,15ÿ729,rs
2226§,1200013,aclƒndia,ÿac,15ÿ721,ac
2227§,2612455,Santa Cruz,pe,15ÿ713,pe
2228§,3305703,Sumidouro,rj,15ÿ709,rj
2229§,4315503,Restinga Sˆca,rs,15ÿ702,rs
2230§,2802304,Frei Paulo,se,15ÿ688,se
2231§,2100873,AraguanÆ,ma,15ÿ675,ma
2232§,3555109,Tupi Paulista,sp,15ÿ670,sp
2233§,2913408,IgaporÆ,ba,15ÿ661,ba
2234§,3111507,Campos Altos,mg,15ÿ661,mg
2235§,3203304,Manten¢polis,es,15ÿ653,es
2236§,1505007,Nova Timboteua,pa ,15ÿ646,pa 
2237§,2410108,Po‡o Branco,rn,15ÿ646,rn
2238§,3545605,Santa Adelia,sp,15ÿ639,sp
2239§,2703007,Ibateguara,ÿal,15ÿ637,al
2240§,2605806,Frei Miguelinho,pe,15ÿ633,pe
2241§,3527603,Luiz Ant“nio,sp,15ÿ628,sp
2242§,2501609,Barra de Santa Rosa,pb,15ÿ607,pb
2243§,3519055,Holambra,sp,15ÿ605,sp
2244§,3203809,Muqui,es,15ÿ602,es
2245§,4307500,Espumoso,rs,15ÿ594,rs
2246§,3514809,Eldorado,sp,15ÿ592,sp
2247§,4205001,Dion¡sio Cerqueira,sc,15ÿ592,sc
2248§,3538204,Pinhalzinho,sp,15ÿ564,sp
2249§,4306502,Dom Feliciano,rs,15ÿ556,rs
2250§,2909208,Coronel Joao S ,ba,15ÿ549,ba
2251§,2609303,Mirandiba,pe,15ÿ548,pe
2252§,2109403,Primeira Cruz,ma,15ÿ545,ma
2253§,2929057,Sao Felix do Coribe,ba,15ÿ543,ba
2254§,3120805,Cruz¡lia,mg,15ÿ529,mg
2255§,3125705,Felixlƒndia,mg,15ÿ528,mg
2256§,2926806,Rio do Ant“nio,ba,15ÿ521,ba
2257§,3300902,Cambuci,rj,15ÿ521,rj
2258§,4211603,Nova Veneza,sc,15ÿ515,sc
2259§,3133105,Itanhandu,mg,15ÿ511,mg
2260§,3133402,Itapagipe,mg,15ÿ511,mg
2261§,2516508,Tapero ,pb,15ÿ505,pb
2262§,2102358,Buritirana,ma,15ÿ503,ma
2263§,1302207,Juru ,ÿam,15ÿ495,am
2264§,2608404,Jurema,pe,15ÿ483,pe
2265§,3136009,Joa¡ma,mg,15ÿ476,mg
2266§,2513406,Santa Luzia,pb,15ÿ470,pb
2267§,3123908,Entre Rios de Minas,mg,15ÿ458,mg
2268§,5003157,Coronel Sapucaia,ms,15ÿ449,ms
2269§,3550902,Sao Simao,sp,15ÿ446,sp
2270§,2923050,Novo Triunfo,ba,15ÿ445,ba
2271§,2504801,Coremas,pb,15ÿ438,pb
2272§,4122008,Rio Azul,pr ,15ÿ433,pr 
2273§,1508357,Vit¢ria do Xingu,pa ,15ÿ421,pa 
2274§,2409902,Pendˆncias,rn,15ÿ411,rn
2275§,4102802,Bela Vista do Para¡so,pr ,15ÿ400,pr 
2276§,3112703,Capitao Eneas,mg,15ÿ388,mg
2277§,3302056,Italva,rj,15ÿ387,rj
2278§,4209607,Lauro Mller,sc,15ÿ380,sc
2279§,3156809,Sabin¢polis,mg,15ÿ364,mg
2280§,3553955,TarumÆ,sp,15ÿ361,sp
2281§,4125100,Sao Joao do Triunfo,pr ,15ÿ359,pr 
2282§,2516904,Uira£na,pb,15ÿ356,pb
2283§,3116100,Chapada do Norte,mg,15ÿ334,mg
2284§,2516706,Teixeira,pb,15ÿ333,pb
2285§,5105903,Nobres,mt,15ÿ332,mt
2286§,3521903,Itajobi,sp,15ÿ331,sp
2287§,2204709,Inhuma,pi,15ÿ330,pi
2288§,4110508,Ipiranga,pr ,15ÿ327,pr 
2289§,3504206,Auriflama,sp,15ÿ316,sp
2290§,2804201,Monte Alegre de Sergipe,se,15ÿ315,se
2291§,2308203,Meruoca,ce ,15ÿ309,ce 
2292§,2609808,Oroc¢,pe,15ÿ309,pe
2293§,3303104,Natividade,rj,15ÿ305,rj
2294§,3551405,Serra Azul,sp,15ÿ292,sp
2295§,4107009,Curi£va,pr ,15ÿ289,pr 
2296§,3104304,Areado,mg,15ÿ288,mg
2297§,4126678,Tamarana,pr ,15ÿ277,pr 
2298§,2706505,Passo de Camaragibe,ÿal,15ÿ270,al
2299§,1400050,Alto Alegre,rr,15ÿ249,rr
2300§,2911402,Gl¢ria,ba,15ÿ247,ba
2301§,2918506,Jussara,ba,15ÿ241,ba
2302§,2615706,Triunfo,pe,15ÿ232,pe
2303§,2611408,Primavera,pe,15ÿ231,pe
2304§,2900306,Acajutiba,ba,15ÿ214,ba
2305§,1100064,Colorado do Oeste,ro,15ÿ213,ro
2306§,2516102,Soledade,pb,15ÿ211,pb
2307§,3142205,Mira¡,mg,15ÿ205,mg
2308§,3522802,Itaporanga,sp,15ÿ197,sp
2309§,2925600,Presidente Dutra,ba,15ÿ180,ba
2310§,2903235,Barro Alto,ba,15ÿ171,ba
2311§,3520905,Ipaussu,sp,15ÿ165,sp
2312§,3201001,Boa Esperanca,es,15ÿ146,es
2313§,2300150,Acarape,ce ,15ÿ140,ce 
2314§,3102308,Alvin¢polis,mg,15ÿ135,mg
2315§,3506706,Boa Esperanca do Sul,sp,15ÿ111,sp
2316§,2931608,Teolƒndia,ba,15ÿ097,ba
2317§,2302057,Barroquinha,ce ,15ÿ069,ce 
2318§,2106805,Mirinzal,ma,15ÿ059,ma
2319§,3134004,Itinga,mg,15ÿ053,mg
2320§,2405603,Jardim de Piranhas,rn,15ÿ044,rn
2321§,4320701,Sobradinho,rs,15ÿ041,rs
2322§,3114105,Carmo de Minas,mg,15ÿ031,mg
2323§,4211504,Nova Trento,sc,15ÿ010,sc
2324§,2608305,Jupi,pe,15ÿ007,pe
2325§,4121505,Reboucas,pr ,14ÿ991,pr 
2326§,2912509,Ibipitanga,ba,14ÿ989,ba
2327§,2107456,Olinda Nova do Maranhao,ma,14ÿ968,ma
2328§,4123006,Salto do Lontra,pr ,14ÿ957,pr 
2329§,4100608,Alto Paran ,pr ,14ÿ945,pr 
2330§,3536307,Patroc¡nio Paulista,sp,14ÿ941,sp
2331§,2414605,Upanema,rn,14ÿ937,rn
2332§,3516002,Fl¢rida Paulista,sp,14ÿ936,sp
2333§,3108404,Botelhos,mg,14ÿ927,mg
2334§,3546009,Santa Branca,sp,14ÿ925,sp
2335§,4123808,Santa Izabel do Oeste,pr ,14ÿ924,pr 
2336§,2400703,Alto do Rodrigues,rn,14ÿ923,rn
2337§,2311108,Porteiras,ce ,14ÿ920,ce 
2338§,2608057,Jatob ,pe,14ÿ904,pe
2339§,3112000,Candeias,mg,14ÿ890,mg
2340§,1501725,Brasil Novo,pa ,14ÿ883,pa 
2341§,2409803,Pedro Velho,rn,14ÿ881,rn
2342§,2103257,Cidelƒndia,ma,14ÿ855,ma
2343§,2917409,Jacaraci,ba,14ÿ855,ba
2344§,5103700,Feliz Natal,mt,14ÿ847,mt
2345§,2107209,Nina Rodrigues,ma,14ÿ826,ma
2346§,2600609,Alagoinha,pe,14ÿ798,pe
2347§,3107802,Bom Jesus do Galho,mg,14ÿ792,mg
2348§,4101903,Assa¡,pr ,14ÿ792,pr 
2349§,2516607,Tavares,pb,14ÿ791,pb
2350§,2616506,Xexeu,pe,14ÿ789,pe
2351§,2929008,Sao Felix,ba,14ÿ784,ba
2352§,1502855,Curu ,pa ,14ÿ776,pa 
2353§,2300903,Apuiares,ce ,14ÿ742,ce 
2354§,4206009,Governador Celso Ramos,sc,14ÿ739,sc
2355§,2925253,Ponto Novo,ba,14ÿ729,ba
2356§,2104602,Governador Eugˆnio Barros,ma,14ÿ703,ma
2357§,2414209,Tibau do Sul,rn,14ÿ694,rn
2358§,1303957,Sao Sebastiao do UatumÆ,ÿam,14ÿ678,am
2359§,2905156,Caetanos,ba,14ÿ671,ba
2360§,3200300,Alfredo Chaves,es,14ÿ670,es
2361§,2210706,Simäes,pi,14ÿ664,pi
2362§,2804904,Pacatuba,se,14ÿ650,se
2363§,2915353,Itagua‡u da Bahia,ba,14ÿ650,ba
2364§,2612554,Santa Filomena,pe,14ÿ645,pe
2365§,4301636,Balne rio Pinhal,rs,14ÿ645,rs
2366§,2207504,Palmeirais,pi,14ÿ633,pi
2367§,2601300,Barra de Guabiraba,pe,14ÿ632,pe
2368§,2926509,Ribeira do Amparo,ba,14ÿ631,ba
2369§,2500502,Alagoinha,pb,14ÿ629,pb
2370§,3140803,Matias Barbosa,mg,14ÿ626,mg
2371§,3142700,Montalvƒnia,mg,14ÿ621,mg
2372§,3106903,Bicas,mg,14ÿ612,mg
2373§,3158201,Santa Maria do Sua‡u¡,mg,14ÿ607,mg
2374§,4104402,Cƒndido de Abreu,pr ,14ÿ606,pr 
2375§,3110301,Caldas,mg,14ÿ600,mg
2376§,2916856,Itatim,ba,14ÿ588,ba
2377§,2926103,Retirolƒndia,ba,14ÿ588,ba
2378§,2918209,Jiquiri‡ ,ba,14ÿ576,ba
2379§,5006358,Paranhos,ms,14ÿ576,ms
2380§,5213004,Maurilƒndia,go,14ÿ568,go
2381§,3102001,Alterosa,mg,14ÿ566,mg
2382§,3304128,Quatis,rj,14ÿ562,rj
2383§,2309003,Mucambo,ce ,14ÿ561,ce 
2384§,2203503,Elesbao Veloso,pi,14ÿ550,pi
2385§,2930402,Serra Preta,ba,14ÿ531,ba
2386§,4207106,Ilhota,sc,14ÿ531,sc
2387§,2102556,Campestre do Maranhao,ma,14ÿ530,ma
2388§,2401206,Arez,rn,14ÿ526,rn
2389§,2904001,Boninal,ba,14ÿ518,ba
2390§,2110302,Santo Ant“nio dos Lopes,ma,14ÿ516,ma
2391§,3157708,Santa Juliana,mg,14ÿ497,mg
2392§,2912905,Ibirataia,ba,14ÿ476,ba
2393§,2105153,Igarape do Meio,ma,14ÿ470,ma
2394§,2507309,Jacara£,pb,14ÿ467,pb
2395§,2707206,Po‡o das Trincheiras,ÿal,14ÿ447,al
2396§,4302352,Bom Princ¡pio,rs,14ÿ446,rs
2397§,5220009,Sao Joao d'Alianca,go,14ÿ423,go
2398§,2901353,Andorinha,ba,14ÿ416,ba
2399§,2304657,Graca,ce ,14ÿ415,ce 
2400§,2906600,Candiba,ba,14ÿ415,ba
2401§,3553005,Tagua¡,sp,14ÿ415,sp
2402§,4115408,Marmeleiro,pr ,14ÿ407,pr 
2403§,2205409,Joaquim Pires,pi,14ÿ396,pi
2404§,2604155,Casinhas,pe,14ÿ395,pe
2405§,1100700,Campo Novo de Rond“nia,ro,14ÿ391,ro
2406§,4104709,Carl¢polis,pr ,14ÿ391,pr 
2407§,5108006,Tapurah,mt,14ÿ380,mt
2408§,2108405,Peri Mirim,ma,14ÿ371,ma
2409§,2200301,Alto Long ,pi,14ÿ371,pi
2410§,3108909,Braz¢polis,mg,14ÿ364,mg
2411§,3104601,Astolfo Dutra,mg,14ÿ358,mg
2412§,2210508,Sao Pedro do Piau¡,pi,14ÿ356,pi
2413§,2306009,Iracema,ce ,14ÿ351,ce 
2414§,2915205,Itagib ,ba,14ÿ331,ba
2415§,3534906,Pacaembu,sp,14ÿ326,sp
2416§,3155702,Rio Piracicaba,mg,14ÿ325,mg
2417§,3541703,Quat ,sp,14ÿ309,sp
2418§,2612703,Santa Maria do Cambuc ,pe,14ÿ308,pe
2419§,3522901,Itapu¡,sp,14ÿ297,sp
2420§,1300086,AnamÆ,ÿam,14ÿ292,am
2421§,2502805,Brejo do Cruz,pb,14ÿ287,pb
2422§,3168408,Tarumirim,mg,14ÿ280,mg
2423§,2111722,Satubinha,ma,14ÿ274,ma
2424§,3128105,Guape,mg,14ÿ269,mg
2425§,4305207,Cerro Largo,rs,14ÿ243,rs
2426§,2913804,Ipecaet ,ba,14ÿ229,ba
